UID,Cruise,Ship,OrderOcc,TowType,TowNumber,SpeciesCode,SpeciesName,ITISTSN,Size,Count,Datetime,Lat,Lon,Line,Station,family,weight,nearest.CalCOFI.site,line.station,year,month,distance.from.dumpsite,estimated.depth.nearest.CalCOFI.site,Type,ENSO.general,mean.temp.top.210,mean.salinity.top.210
1651,200407,JD,37,CB,1,292,Stenobrachius leucopsarus,162664,21.5,1,2004-07-19 21:44:00 -08:00,33.157,-120.007,86.7,55,Myctophidae,0.12,86.7 55,86.7 55,2004,7,166,1201,WE,El.Nino,10.12,33.86
1652,200407,JD,38,CB,1,292,Stenobrachius leucopsarus,162664,40,1,2004-07-20 01:44:00 -08:00,32.99,-120.348,86.7,60,Myctophidae,0.7,86.7 60,86.7 60,2004,7,204,722,WE,El.Nino,10.29,33.88
1653,200407,JD,38,CB,1,292,Stenobrachius leucopsarus,162664,40.9,1,2004-07-20 01:44:00 -08:00,32.99,-120.348,86.7,60,Myctophidae,0.75,86.7 60,86.7 60,2004,7,204,722,WE,El.Nino,10.29,33.88
1654,200407,JD,38,CB,1,292,Stenobrachius leucopsarus,162664,46,1,2004-07-20 01:44:00 -08:00,32.99,-120.348,86.7,60,Myctophidae,1.05,86.7 60,86.7 60,2004,7,204,722,WE,El.Nino,10.29,33.88
1655,200407,JD,38,CB,1,292,Stenobrachius leucopsarus,162664,48,1,2004-07-20 01:44:00 -08:00,32.99,-120.348,86.7,60,Myctophidae,1.19,86.7 60,86.7 60,2004,7,204,722,WE,El.Nino,10.29,33.88
1656,200407,JD,55,CB,1,292,Stenobrachius leucopsarus,162664,43.1,1,2004-07-23 22:16:00 -08:00,34.275,-120.023,81.8,46.9,Myctophidae,0.87,81.8 46.9,81.8 46.9,2004,7,176,578,WE,El.Nino,10.2,33.93
1657,200411,RR,3,CB,1,301,Triphoturus mexicanus,162766,22,1,2004-11-02 16:36:00 -08:00,32.913,-117.393,93.3,28,Myctophidae,0.13,93.3 28,93.3 28,2004,11,135,609,WE,El.Nino,12.13,33.55
1658,200411,RR,3,CB,1,301,Triphoturus mexicanus,162766,26.1,1,2004-11-02 16:36:00 -08:00,32.913,-117.393,93.3,28,Myctophidae,0.21,93.3 28,93.3 28,2004,11,135,609,WE,El.Nino,12.13,33.55
1659,200411,RR,3,CB,1,301,Triphoturus mexicanus,162766,37.2,1,2004-11-02 16:36:00 -08:00,32.913,-117.393,93.3,28,Myctophidae,0.57,93.3 28,93.3 28,2004,11,135,609,WE,El.Nino,12.13,33.55
1660,200411,RR,4,CB,1,301,Triphoturus mexicanus,162766,18,1,2004-11-02 20:18:00 -08:00,32.848,-117.528,93.3,30,Myctophidae,0.07,93.3 30,93.3 30,2004,11,127,846,WE,El.Nino,12.03,33.45
1661,200411,RR,4,CB,1,301,Triphoturus mexicanus,162766,19.8,1,2004-11-02 20:18:00 -08:00,32.848,-117.528,93.3,30,Myctophidae,0.09,93.3 30,93.3 30,2004,11,127,846,WE,El.Nino,12.03,33.45
1662,200411,RR,4,CB,1,301,Triphoturus mexicanus,162766,20,1,2004-11-02 20:18:00 -08:00,32.848,-117.528,93.3,30,Myctophidae,0.1,93.3 30,93.3 30,2004,11,127,846,WE,El.Nino,12.03,33.45
1663,200411,RR,4,CB,1,301,Triphoturus mexicanus,162766,23,1,2004-11-02 20:18:00 -08:00,32.848,-117.528,93.3,30,Myctophidae,0.14,93.3 30,93.3 30,2004,11,127,846,WE,El.Nino,12.03,33.45
1664,200411,RR,4,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2004-11-02 20:18:00 -08:00,32.848,-117.528,93.3,30,Myctophidae,0.21,93.3 30,93.3 30,2004,11,127,846,WE,El.Nino,12.03,33.45
1665,200411,RR,4,CB,1,301,Triphoturus mexicanus,162766,27,1,2004-11-02 20:18:00 -08:00,32.848,-117.528,93.3,30,Myctophidae,0.23,93.3 30,93.3 30,2004,11,127,846,WE,El.Nino,12.03,33.45
1666,200411,RR,9,CB,1,260,Nannobrachium ritteri,623745,38,1,2004-11-03 19:03:00 -08:00,32.013,-119.232,93.3,55,Myctophidae,0.61,93.3 55,93.3 55,2004,11,202,1588,WE,El.Nino,11.99,33.45
1667,200411,RR,9,CB,1,260,Nannobrachium ritteri,623745,63.9,1,2004-11-03 19:03:00 -08:00,32.013,-119.232,93.3,55,Myctophidae,2.69,93.3 55,93.3 55,2004,11,202,1588,WE,El.Nino,11.99,33.45
1668,200411,RR,12,CB,1,260,Nannobrachium ritteri,623745,31,1,2004-11-04 20:32:00 -08:00,31.18,-120.92,93.3,80,Myctophidae,0.34,93.3 80,93.3 80,2004,11,361,3848,WE,El.Nino,11.41,33.4
1669,200411,RR,26,CB,1,292,Stenobrachius leucopsarus,162664,29.9,1,2004-11-08 23:15:00 -08:00,33.185,-118.387,90,37,Myctophidae,0.31,90 37,90 37,2004,11,53,1177,WE,El.Nino,11.79,33.52
1670,200411,RR,26,CB,1,301,Triphoturus mexicanus,162766,21.5,1,2004-11-08 23:15:00 -08:00,33.185,-118.387,90,37,Myctophidae,0.12,90 37,90 37,2004,11,53,1177,WE,El.Nino,11.79,33.52
1671,200411,RR,27,CB,1,301,Triphoturus mexicanus,162766,19.2,1,2004-11-09 02:41:00 -08:00,33.253,-118.25,90,35,Myctophidae,0.09,90 35,90 35,2004,11,45,344,WE,El.Nino,11.69,33.52
1672,200411,RR,33,CB,1,260,Nannobrachium ritteri,623745,45.9,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,1.04,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1673,200411,RR,33,CB,1,292,Stenobrachius leucopsarus,162664,24.2,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,0.17,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1674,200411,RR,33,CB,1,292,Stenobrachius leucopsarus,162664,30.2,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,0.32,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1675,200411,RR,33,CB,1,292,Stenobrachius leucopsarus,162664,33.5,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,0.42,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1676,200411,RR,33,CB,1,292,Stenobrachius leucopsarus,162664,37.1,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,0.57,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1677,200411,RR,33,CB,1,301,Triphoturus mexicanus,162766,18.3,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,0.08,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1678,200411,RR,33,CB,1,301,Triphoturus mexicanus,162766,48.2,1,2004-11-09 21:18:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,1.2,86.7 35,86.7 35,2004,11,32,662,WE,El.Nino,11.67,33.5
1679,200411,RR,45,CB,1,292,Stenobrachius leucopsarus,162664,22.3,1,2004-11-12 21:01:00 -08:00,32.578,-122.812,83.3,90,Myctophidae,0.13,83.3 90,83.3 90,2004,11,456,4247,WE,El.Nino,10.87,33.31
1680,200411,RR,49,CB,1,260,Nannobrachium ritteri,623745,31.3,1,2004-11-13 21:42:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.35,83.3 55,83.3 55,2004,11,185,999,WE,El.Nino,11.15,33.61
1681,200411,RR,49,CB,1,260,Nannobrachium ritteri,623745,32.1,1,2004-11-13 21:42:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.38,83.3 55,83.3 55,2004,11,185,999,WE,El.Nino,11.15,33.61
1682,200411,RR,49,CB,1,260,Nannobrachium ritteri,623745,34,1,2004-11-13 21:42:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.44,83.3 55,83.3 55,2004,11,185,999,WE,El.Nino,11.15,33.61
1683,200411,RR,49,CB,1,260,Nannobrachium ritteri,623745,37.8,1,2004-11-13 21:42:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.6,83.3 55,83.3 55,2004,11,185,999,WE,El.Nino,11.15,33.61
1684,200411,RR,49,CB,1,292,Stenobrachius leucopsarus,162664,27.2,1,2004-11-13 21:42:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.23,83.3 55,83.3 55,2004,11,185,999,WE,El.Nino,11.15,33.61
1685,200411,RR,49,CB,1,301,Triphoturus mexicanus,162766,19.5,1,2004-11-13 21:42:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.09,83.3 55,83.3 55,2004,11,185,999,WE,El.Nino,11.15,33.61
1686,200411,RR,61,CB,1,260,Nannobrachium ritteri,623745,28,1,2004-11-15 22:36:00 -08:00,33.483,-122.533,80,80,Myctophidae,0.25,80 80,80 80,2004,11,385,4007,WE,El.Nino,10.76,33.66
1687,200504,NH,10,CB,1,260,Nannobrachium ritteri,623745,80.9,1,2005-04-16 17:44:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,5.28,93.3 55,93.3 55,2005,4,202,1588,WE,El.Nino,NA,NA
1688,200504,NH,22,CB,1,301,Triphoturus mexicanus,162766,24,1,2005-04-19 21:01:00 -08:00,31.753,-121.318,90,80,Myctophidae,0.16,90 80,90 80,2005,4,353,3694,WE,El.Nino,NA,NA
1689,200504,NH,39,CB,1,260,Nannobrachium ritteri,623745,36,1,2005-04-22 20:46:00 -08:00,33.748,-120.405,83.3,55,Myctophidae,0.52,83.3 55,83.3 55,2005,4,185,999,WE,El.Nino,NA,NA
1690,200504,NH,39,CB,1,260,Nannobrachium ritteri,623745,70,1,2005-04-22 20:46:00 -08:00,33.748,-120.405,83.3,55,Myctophidae,3.49,83.3 55,83.3 55,2005,4,185,999,WE,El.Nino,NA,NA
1691,200504,NH,40,CB,1,260,Nannobrachium ritteri,623745,29.8,1,2005-04-23 00:52:00 -08:00,33.578,-120.753,83.3,60,Myctophidae,0.3,83.3 60,83.3 60,2005,4,214,1397,WE,El.Nino,NA,NA
1692,200504,NH,52,CB,1,260,Nannobrachium ritteri,623745,30.2,1,2005-04-26 00:18:00 -08:00,33.158,-120.002,86.7,55,Myctophidae,0.32,86.7 55,86.7 55,2005,4,166,1201,WE,El.Nino,NA,NA
1693,200504,NH,52,CB,1,260,Nannobrachium ritteri,623745,45.5,1,2005-04-26 00:18:00 -08:00,33.158,-120.002,86.7,55,Myctophidae,1.02,86.7 55,86.7 55,2005,4,166,1201,WE,El.Nino,NA,NA
1694,200504,NH,52,CB,1,260,Nannobrachium ritteri,623745,55,1,2005-04-26 00:18:00 -08:00,33.158,-120.002,86.7,55,Myctophidae,1.75,86.7 55,86.7 55,2005,4,166,1201,WE,El.Nino,NA,NA
1695,200504,NH,52,CB,1,301,Triphoturus mexicanus,162766,27.2,1,2005-04-26 00:18:00 -08:00,33.158,-120.002,86.7,55,Myctophidae,0.23,86.7 55,86.7 55,2005,4,166,1201,WE,El.Nino,NA,NA
1696,200504,NH,58,CB,1,292,Stenobrachius leucopsarus,162664,41.4,1,2005-04-26 20:57:00 -08:00,34.273,-120.027,81.8,46.9,Myctophidae,0.78,81.8 46.9,81.8 46.9,2005,4,176,578,WE,El.Nino,NA,NA
1697,200504,NH,58,CB,1,292,Stenobrachius leucopsarus,162664,55.1,1,2005-04-26 20:57:00 -08:00,34.273,-120.027,81.8,46.9,Myctophidae,1.76,81.8 46.9,81.8 46.9,2005,4,176,578,WE,El.Nino,NA,NA
1698,200511,NH,10,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2005-11-05 19:46:00 -08:00,32.015,-119.247,93.3,55,Myctophidae,0.21,93.3 55,93.3 55,2005,11,202,1588,WL,La.Nina,11.3,33.68
1699,200511,NH,15,CB,1,260,Nannobrachium ritteri,623745,32.1,1,2005-11-07 03:05:00 -08:00,30.517,-122.26,93.3,100,Myctophidae,0.38,93.3 100,93.3 100,2005,11,502,4132,WL,La.Nina,13.43,33.29
1700,200511,NH,21,CB,1,260,Nannobrachium ritteri,623745,33.9,1,2005-11-08 18:57:00 -08:00,31.418,-121.993,90,90,Myctophidae,0.44,90 90,90 90,2005,11,434,3879,WL,La.Nina,11.37,33.61
1701,200511,NH,22,CB,1,292,Stenobrachius leucopsarus,162664,49.5,1,2005-11-09 01:56:00 -08:00,31.752,-121.315,90,80,Myctophidae,1.3,90 80,90 80,2005,11,353,3694,WL,La.Nina,12.23,33.53
1702,200511,NH,22,CB,1,301,Triphoturus mexicanus,162766,58.8,1,2005-11-09 01:56:00 -08:00,31.752,-121.315,90,80,Myctophidae,2.12,90 80,90 80,2005,11,353,3694,WL,La.Nina,12.23,33.53
1703,200511,NH,40,CB,1,292,Stenobrachius leucopsarus,162664,64.1,1,2005-11-12 03:10:00 -08:00,32.992,-120.353,86.7,60,Myctophidae,2.72,86.7 60,86.7 60,2005,11,204,722,WL,La.Nina,10.94,33.63
1704,200511,NH,40,CB,1,292,Stenobrachius leucopsarus,162664,68.2,1,2005-11-12 03:10:00 -08:00,32.992,-120.353,86.7,60,Myctophidae,3.24,86.7 60,86.7 60,2005,11,204,722,WL,La.Nina,10.94,33.63
1705,200511,NH,42,CB,1,260,Nannobrachium ritteri,623745,39,1,2005-11-12 17:02:00 -08:00,32.327,-121.715,86.7,80,Myctophidae,0.66,86.7 80,86.7 80,2005,11,364,4041,WL,La.Nina,12.63,33.45
1706,200511,NH,48,CB,1,292,Stenobrachius leucopsarus,162664,17.3,1,2005-11-15 14:55:00 -08:00,33.578,-120.758,83.3,60,Myctophidae,0.06,83.3 60,83.3 60,2005,11,214,1397,WL,La.Nina,10.62,33.7
1707,200511,NH,58,CB,1,292,Stenobrachius leucopsarus,162664,58.5,1,2005-11-17 04:14:00 -08:00,34.317,-120.798,80,55,Myctophidae,2.09,80 55,80 55,2005,11,250,780,WL,La.Nina,10.82,33.74
1708,200511,NH,61,CB,1,260,Nannobrachium ritteri,623745,35.9,1,2005-11-17 21:24:00 -08:00,33.485,-122.533,80,80,Myctophidae,0.52,80 80,80 80,2005,11,385,4007,WL,La.Nina,12.22,33.49
1709,200602,JD,8,CB,1,260,Nannobrachium ritteri,623745,47.7,1,2006-02-04 19:42:00 -08:00,32.348,-118.555,93.3,45,Myctophidae,1.17,93.3 45,93.3 45,2006,2,147,1376,WL,La.Nina,NA,NA
1710,200602,JD,29,CB,1,260,Nannobrachium ritteri,623745,40.8,1,2006-02-09 22:43:00 -08:00,33.415,-117.907,90,30,Myctophidae,0.75,90 30,90 30,2006,2,62,613,WL,La.Nina,NA,NA
1711,200602,JD,48,CB,1,260,Nannobrachium ritteri,623745,51.2,1,2006-02-13 17:42:00 -08:00,32.577,-122.812,83.3,90,Myctophidae,1.43,83.3 90,83.3 90,2006,2,456,4247,WL,La.Nina,NA,NA
1712,200604,NH,5,CB,1,260,Nannobrachium ritteri,623745,34.9,1,2006-04-01 22:52:00 -08:00,32.847,-117.53,93.3,30,Myctophidae,0.48,93.3 30,93.3 30,2006,4,127,846,WL,La.Nina,10.5,33.94
1713,200604,NH,9,CB,1,301,Triphoturus mexicanus,162766,29.2,1,2006-04-02 16:40:00 -08:00,32.18,-118.893,93.3,50,Myctophidae,0.29,93.3 50,93.3 50,2006,4,170,1452,WL,La.Nina,10.63,33.78
1714,200604,NH,10,CB,1,260,Nannobrachium ritteri,623745,41,1,2006-04-02 21:12:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,0.76,93.3 55,93.3 55,2006,4,202,1588,WL,La.Nina,11.08,33.61
1715,200604,NH,14,CB,1,301,Triphoturus mexicanus,162766,44.3,1,2006-04-03 21:30:00 -08:00,30.847,-121.588,93.3,90,Myctophidae,0.94,93.3 90,93.3 90,2006,4,423,4109,WL,La.Nina,13.77,33.48
1716,200604,NH,20,CB,1,301,Triphoturus mexicanus,162766,29.1,1,2006-04-05 18:20:00 -08:00,31.083,-122.648,90,100,Myctophidae,0.28,90 100,90 100,2006,4,513,3997,WL,La.Nina,NA,NA
1717,200604,NH,28,CB,1,292,Stenobrachius leucopsarus,162664,20.3,1,2006-04-07 17:38:00 -08:00,33.252,-118.25,90,35,Myctophidae,0.1,90 35,90 35,2006,4,45,344,WL,La.Nina,10.72,33.82
1718,200604,NH,36,CB,1,260,Nannobrachium ritteri,623745,46.5,1,2006-04-08 19:05:00 -08:00,33.655,-118.97,86.7,40,Myctophidae,1.08,86.7 40,86.7 40,2006,4,48,737,WL,La.Nina,10.22,33.86
1719,200604,NH,61,CB,1,292,Stenobrachius leucopsarus,162664,41,1,2006-04-13 19:36:00 -08:00,34.318,-120.798,80,55,Myctophidae,0.76,80 55,80 55,2006,4,250,780,WL,La.Nina,10.5,33.56
1720,200604,NH,65,CB,1,260,Nannobrachium ritteri,623745,44.6,1,2006-04-14 20:38:00 -08:00,33.148,-123.22,80,90,Myctophidae,0.96,80 90,80 90,2006,4,466,4229,WL,La.Nina,12.59,31.7
1721,200607,NH,4,CB,1,301,Triphoturus mexicanus,162766,43.3,1,2006-07-08 17:54:00 -08:00,32.913,-117.393,93.3,28,Myctophidae,0.88,93.3 28,93.3 28,2006,7,135,609,WE,El.Nino,11.21,33.77
1722,200607,NH,4,CB,1,301,Triphoturus mexicanus,162766,51.4,1,2006-07-08 17:54:00 -08:00,32.913,-117.393,93.3,28,Myctophidae,1.44,93.3 28,93.3 28,2006,7,135,609,WE,El.Nino,11.21,33.77
1723,200607,NH,11,CB,1,260,Nannobrachium ritteri,623745,90.7,1,2006-07-09 22:16:00 -08:00,31.845,-119.57,93.3,60,Myctophidae,7.33,93.3 60,93.3 60,2006,7,233,1899,WE,El.Nino,11.69,33.59
1724,200607,NH,26,CB,1,260,Nannobrachium ritteri,623745,23.4,1,2006-07-13 21:53:00 -08:00,32.92,-118.935,90,45,Myctophidae,0.15,90 45,90 45,2006,7,92,1695,WE,El.Nino,10.63,33.83
1725,200607,NH,26,CB,1,260,Nannobrachium ritteri,623745,25.7,1,2006-07-13 21:53:00 -08:00,32.92,-118.935,90,45,Myctophidae,0.2,90 45,90 45,2006,7,92,1695,WE,El.Nino,10.63,33.83
1726,200607,NH,26,CB,1,292,Stenobrachius leucopsarus,162664,19.8,1,2006-07-13 21:53:00 -08:00,32.92,-118.935,90,45,Myctophidae,0.09,90 45,90 45,2006,7,92,1695,WE,El.Nino,10.63,33.83
1727,200607,NH,39,CB,1,292,Stenobrachius leucopsarus,162664,20.6,1,2006-07-15 22:36:00 -08:00,33.155,-120.008,86.7,55,Myctophidae,0.11,86.7 55,86.7 55,2006,7,166,1201,WE,El.Nino,10.4,33.89
1728,200607,NH,61,CB,1,260,Nannobrachium ritteri,623745,23.2,1,2006-07-20 17:40:00 -08:00,34.317,-120.803,80,55,Myctophidae,0.15,80 55,80 55,2006,7,250,780,WE,El.Nino,10.34,33.89
1729,200610,RR,4,CB,1,301,Triphoturus mexicanus,162766,28.4,1,2006-10-21 17:38:00 -08:00,32.913,-117.395,93.3,28,Myctophidae,0.26,93.3 28,93.3 28,2006,10,135,609,WE,El.Nino,11.96,33.7
1730,200610,RR,5,CB,1,301,Triphoturus mexicanus,162766,53.3,1,2006-10-21 21:11:00 -08:00,32.862,-117.532,93.3,30,Myctophidae,1.6,93.3 30,93.3 30,2006,10,127,846,WE,El.Nino,12.03,33.69
1731,200610,RR,10,CB,1,301,Triphoturus mexicanus,162766,18.4,1,2006-10-22 19:28:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,0.08,93.3 55,93.3 55,2006,10,202,1588,WE,El.Nino,12.18,33.66
1732,200610,RR,10,CB,1,301,Triphoturus mexicanus,162766,21.4,1,2006-10-22 19:28:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,0.12,93.3 55,93.3 55,2006,10,202,1588,WE,El.Nino,12.18,33.66
1733,200610,RR,10,CB,1,301,Triphoturus mexicanus,162766,24.6,1,2006-10-22 19:28:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,0.18,93.3 55,93.3 55,2006,10,202,1588,WE,El.Nino,12.18,33.66
1734,200610,RR,10,CB,1,301,Triphoturus mexicanus,162766,25.7,1,2006-10-22 19:28:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,0.2,93.3 55,93.3 55,2006,10,202,1588,WE,El.Nino,12.18,33.66
1735,200610,RR,11,CB,1,301,Triphoturus mexicanus,162766,16.9,1,2006-10-22 23:51:00 -08:00,31.847,-119.573,93.3,60,Myctophidae,0.06,93.3 60,93.3 60,2006,10,233,1899,WE,El.Nino,11.22,33.82
1736,200610,RR,19,CB,1,260,Nannobrachium ritteri,623745,29.7,1,2006-10-24 21:00:00 -08:00,30.752,-123.332,90,110,Myctophidae,0.3,90 110,90 110,2006,10,593,4017,WE,El.Nino,13.44,33.54
1737,200610,RR,23,CB,1,260,Nannobrachium ritteri,623745,25.7,1,2006-10-25 21:02:00 -08:00,32.085,-120.638,90,70,Myctophidae,0.2,90 70,90 70,2006,10,275,3806,WE,El.Nino,12,33.65
1738,200610,RR,24,CB,1,260,Nannobrachium ritteri,623745,31.9,1,2006-10-26 03:06:00 -08:00,32.418,-119.962,90,60,Myctophidae,0.37,90 60,90 60,2006,10,193,880,WE,El.Nino,11.72,33.77
1739,200610,RR,41,CB,1,301,Triphoturus mexicanus,162766,24.1,1,2006-10-28 20:45:00 -08:00,32.657,-121.032,86.7,70,Myctophidae,0.17,86.7 70,86.7 70,2006,10,283,3771,WE,El.Nino,12.08,33.65
1740,200610,RR,45,CB,1,260,Nannobrachium ritteri,623745,29.2,1,2006-10-29 20:35:00 -08:00,31.323,-123.743,86.7,110,Myctophidae,0.29,86.7 110,86.7 110,2006,10,604,3951,WE,El.Nino,12.45,33.5
1741,200610,RR,45,CB,1,260,Nannobrachium ritteri,623745,36.7,1,2006-10-29 20:35:00 -08:00,31.323,-123.743,86.7,110,Myctophidae,0.55,86.7 110,86.7 110,2006,10,604,3951,WE,El.Nino,12.45,33.5
1742,200610,RR,45,CB,1,301,Triphoturus mexicanus,162766,27,1,2006-10-29 20:35:00 -08:00,31.323,-123.743,86.7,110,Myctophidae,0.23,86.7 110,86.7 110,2006,10,604,3951,WE,El.Nino,12.45,33.5
1743,200610,RR,46,CB,1,260,Nannobrachium ritteri,623745,29.9,1,2006-10-30 02:25:00 -08:00,31.91,-124.168,83.3,110,Myctophidae,0.31,83.3 110,83.3 110,2006,10,616,4163,WE,El.Nino,12.62,33.47
1744,200610,RR,46,CB,1,260,Nannobrachium ritteri,623745,31.7,1,2006-10-30 02:25:00 -08:00,31.91,-124.168,83.3,110,Myctophidae,0.36,83.3 110,83.3 110,2006,10,616,4163,WE,El.Nino,12.62,33.47
1745,200610,RR,49,CB,1,301,Triphoturus mexicanus,162766,22.9,1,2006-10-30 21:03:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.14,83.3 80,83.3 80,2006,10,376,4180,WE,El.Nino,12.67,33.48
1746,200610,RR,59,CB,1,292,Stenobrachius leucopsarus,162664,35,1,2006-11-01 15:27:00 -08:00,34.277,-120.023,81.8,46.9,Myctophidae,0.48,81.8 46.9,81.8 46.9,2006,11,176,578,WE,El.Nino,11.92,33.65
1747,200610,RR,62,CB,1,260,Nannobrachium ritteri,623745,25.9,1,2006-11-02 00:35:00 -08:00,34.317,-120.8,80,55,Myctophidae,0.2,80 55,80 55,2006,11,250,780,WE,El.Nino,11.61,33.62
1748,200610,RR,62,CB,1,260,Nannobrachium ritteri,623745,29.1,1,2006-11-02 00:35:00 -08:00,34.317,-120.8,80,55,Myctophidae,0.28,80 55,80 55,2006,11,250,780,WE,El.Nino,11.61,33.62
1749,200701,JD,5,CB,1,301,Triphoturus mexicanus,162766,37.8,1,2007-01-13 05:17:00 -08:00,32.847,-117.537,93.3,30,Myctophidae,0.6,93.3 30,93.3 30,2007,1,127,846,WE,El.Nino,NA,NA
1750,200701,JD,8,CB,1,301,Triphoturus mexicanus,162766,22,2,2007-01-13 19:06:00 -08:00,32.35,-118.552,93.3,45,Myctophidae,0.13,93.3 45,93.3 45,2007,1,147,1376,WE,El.Nino,NA,NA
1751,200701,JD,8,CB,1,301,Triphoturus mexicanus,162766,22,2,2007-01-13 19:06:00 -08:00,32.35,-118.552,93.3,45,Myctophidae,0.13,93.3 45,93.3 45,2007,1,147,1376,WE,El.Nino,NA,NA
1752,200701,JD,8,CB,1,301,Triphoturus mexicanus,162766,28.3,1,2007-01-13 19:06:00 -08:00,32.35,-118.552,93.3,45,Myctophidae,0.26,93.3 45,93.3 45,2007,1,147,1376,WE,El.Nino,NA,NA
1753,200701,JD,9,CB,1,301,Triphoturus mexicanus,162766,16.6,1,2007-01-13 23:33:00 -08:00,32.18,-118.893,93.3,50,Myctophidae,0.06,93.3 50,93.3 50,2007,1,170,1452,WE,El.Nino,NA,NA
1754,200701,JD,9,CB,1,301,Triphoturus mexicanus,162766,19.2,1,2007-01-13 23:33:00 -08:00,32.18,-118.893,93.3,50,Myctophidae,0.09,93.3 50,93.3 50,2007,1,170,1452,WE,El.Nino,NA,NA
1755,200701,JD,9,CB,1,301,Triphoturus mexicanus,162766,19.4,1,2007-01-13 23:33:00 -08:00,32.18,-118.893,93.3,50,Myctophidae,0.09,93.3 50,93.3 50,2007,1,170,1452,WE,El.Nino,NA,NA
1756,200701,JD,9,CB,1,301,Triphoturus mexicanus,162766,21.1,1,2007-01-13 23:33:00 -08:00,32.18,-118.893,93.3,50,Myctophidae,0.11,93.3 50,93.3 50,2007,1,170,1452,WE,El.Nino,NA,NA
1757,200701,JD,24,CB,1,301,Triphoturus mexicanus,162766,25.4,1,2007-01-18 22:05:00 -08:00,32.917,-118.933,90,45,Myctophidae,0.19,90 45,90 45,2007,1,92,1695,WE,El.Nino,NA,NA
1758,200701,JD,25,CB,1,301,Triphoturus mexicanus,162766,16.4,1,2007-01-19 03:53:00 -08:00,32.653,-119.475,90,53,Myctophidae,0.06,90 53,90 53,2007,1,143,1309,WE,El.Nino,NA,NA
1759,200701,JD,25,CB,1,301,Triphoturus mexicanus,162766,29.2,1,2007-01-19 03:53:00 -08:00,32.653,-119.475,90,53,Myctophidae,0.29,90 53,90 53,2007,1,143,1309,WE,El.Nino,NA,NA
1760,200701,JD,30,CB,1,301,Triphoturus mexicanus,162766,15.6,1,2007-01-20 15:53:00 -08:00,31.085,-122.66,90,100,Myctophidae,0.05,90 100,90 100,2007,1,513,3997,WE,El.Nino,NA,NA
1761,200701,JD,38,CB,1,260,Nannobrachium ritteri,623745,22.7,1,2007-01-23 01:18:00 -08:00,33.157,-120.007,86.7,55,Myctophidae,0.14,86.7 55,86.7 55,2007,1,166,1201,WE,El.Nino,NA,NA
1762,200701,JD,42,CB,1,301,Triphoturus mexicanus,162766,20.8,1,2007-01-23 18:47:00 -08:00,33.825,-118.635,86.7,35,Myctophidae,0.11,86.7 35,86.7 35,2007,1,32,662,WE,El.Nino,NA,NA
1763,200701,JD,42,CB,1,301,Triphoturus mexicanus,162766,47.4,1,2007-01-23 18:47:00 -08:00,33.825,-118.635,86.7,35,Myctophidae,1.15,86.7 35,86.7 35,2007,1,32,662,WE,El.Nino,NA,NA
1764,200701,JD,55,CB,1,260,Nannobrachium ritteri,623745,23.7,1,2007-01-25 17:29:00 -08:00,32.913,-122.127,83.3,80,Myctophidae,0.16,83.3 80,83.3 80,2007,1,376,4180,WE,El.Nino,NA,NA
1765,200701,JD,55,CB,1,260,Nannobrachium ritteri,623745,67.1,1,2007-01-25 17:29:00 -08:00,32.913,-122.127,83.3,80,Myctophidae,3.09,83.3 80,83.3 80,2007,1,376,4180,WE,El.Nino,NA,NA
